mintemp,maxtemp,rainfall,evaporation,sunshine,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,cloud9am,cloud3pm,temp9am,temp3pm,raintoday,risk_mm,raintomorrow,year,month,day_of_year
8.2,26.7,0,5.8,9.8,WNW,35,SSE,W,7,20,70,25,1017.9,1012.8,4,4,16.1,26.2,No,0,No,2011,11,317
13.1,30.7,0,5.2,11.5,WNW,74,NNW,NA,9,NA,68,12,1008.9,1007,3,4,19.8,29,No,0,No,2011,11,318
8.3,29.5,0,9,NA,NNW,41,NNW,NW,6,24,54,22,1017,1014.9,0,NA,19.4,28.7,No,0,No,2011,11,319
8,21.6,0,NA,1.9,NA,NA,SSE,NA,22,NA,50,51,1019.1,1018.4,NA,1,20.2,20.3,No,0,No,2011,11,320
9.8,25.3,0,4,NA,NE,37,ENE,NNE,20,11,67,44,1019.8,1016.4,NA,2,17.2,23,No,0,No,2011,11,321
10.3,30.4,0,NA,11.7,WNW,39,WNW,NW,6,19,69,29,1018.5,1014.8,NA,1,19.8,29.3,No,0,No,2011,11,322
11.8,32.7,0,6.2,11.7,WNW,54,SW,WNW,7,28,55,24,1015.8,1010.8,NA,1,22.8,31.9,No,1.8,Yes,2011,11,323
17.5,19.5,1.8,8.4,2.1,W,52,NNW,W,22,28,80,75,1010.9,1012.7,7,8,19.3,14.6,Yes,2.8,Yes,2011,11,324
4.7,24.3,2.8,2.2,7.4,N,35,NNW,NNW,9,17,75,23,1017.8,1013.6,4,7,13.3,22.8,Yes,0,No,2011,11,325
7.9,19.6,0,4.6,1.9,W,37,NNW,SW,6,24,61,74,1011.2,1011.6,8,8,15.5,13.4,No,5,Yes,2011,11,326
8.9,21.7,5,2.4,6.2,ENE,48,SSE,E,15,20,72,37,1017,1017.2,6,5,14.3,20.2,Yes,0,No,2011,11,327
9.2,18.8,0,4.4,2.4,E,44,ESE,E,24,26,57,54,1026.9,1025.1,8,7,13.5,15.3,No,6.6,Yes,2011,11,328
10.2,16.2,6.6,4.4,0.4,ESE,31,SSE,ESE,9,13,89,91,1022.9,1019.5,8,8,12.8,15.4,Yes,43.4,Yes,2011,11,329
12.7,25.6,43.4,4.4,6.7,NW,65,N,NW,13,39,93,34,1008.3,1004,8,4,16.1,23.8,Yes,1.6,Yes,2011,11,330
12.5,25.3,1.6,5.6,11,NW,59,NW,NNW,24,28,65,48,1006.7,1009.2,3,2,16.9,23.6,Yes,0,No,2011,11,331
8.3,28.6,0,6,9.7,NNW,37,NNW,NNW,7,22,63,24,1017.2,1015.4,4,NA,19.6,27.7,No,0,No,2011,11,332
14.8,31.4,0,5,7.5,NA,NA,WSW,NNW,6,26,66,34,1016.2,1012.8,7,6,22,31.3,No,26.6,Yes,2011,11,333
15.3,21,26.6,9,2,NA,NA,NA,NA,NA,NA,87,89,1010.3,1010.4,8,8,19.6,18,Yes,13.8,Yes,2011,11,334
7.7,24.2,0,4.8,13.2,NNW,39,NNW,NW,9,20,67,39,1018.4,1014,1,3,13.5,22.7,No,2.6,Yes,2011,12,337
10.1,21.1,2.6,6,10.3,S,48,ESE,SSE,7,22,67,44,1014.4,1013,5,1,15.7,18.7,Yes,0,No,2011,12,338
11.7,22.2,0,5,8.6,NNE,35,NNE,NNE,6,24,76,53,1013.2,1011.5,7,6,15.2,21.7,No,0,No,2011,12,342
7.5,24.7,0,4,10.9,E,37,SW,NE,11,17,73,35,1014,1011,3,7,15.6,24,No,0,No,2011,12,343
11.7,25.9,0,6,10.4,N,37,ENE,WNW,7,9,65,37,1010.6,1005.7,5,NA,17.7,24.3,No,4.6,Yes,2011,12,344
13.1,24,4.6,5.8,3.2,ENE,50,N,W,11,15,92,81,1004.2,1001.7,6,8,16.9,20,Yes,15.2,Yes,2011,12,345
11.6,23.8,15.2,5.4,6.4,E,41,NE,NNE,7,13,79,55,1006.7,1004.3,7,2,15.7,22,Yes,0.6,No,2011,12,346
5.2,21,0,NA,8.6,E,35,SSE,N,15,13,51,39,1014.6,1013.5,4,8,14.9,19.1,No,0,No,2011,12,348
11.1,23.7,0,NA,7.9,ENE,37,E,NE,9,13,63,35,1018.5,1015,5,1,14.4,22.4,No,0,No,2011,12,349
10.9,22.1,0,11.6,NA,NA,NA,ESE,E,7,13,70,57,1020.7,1018.4,8,8,14.4,20,No,0,No,2011,12,350
12.8,24.7,0,NA,NA,E,39,E,N,13,17,59,37,1021.4,1017.6,5,NA,16.9,23.9,No,0,No,2011,12,351
10.4,23.8,0,NA,NA,N,30,NNE,N,13,13,69,45,1018.5,1012.8,2,1,14.9,23.5,No,8.2,Yes,2011,12,352
14.6,22.3,8.2,14.6,1.8,N,30,N,N,13,20,100,87,1008.8,1006.7,8,8,16.4,19.1,Yes,1.6,Yes,2011,12,353
12.6,24.9,1.6,NA,NA,N,28,E,N,7,15,74,50,1012.5,1012,6,8,18.8,22.7,Yes,NA,NA,2011,12,354
14.4,25.1,16.8,8.4,NA,SSW,37,E,SSW,6,15,78,47,1017.6,1013.7,8,1,16,23.5,Yes,0.6,No,2011,12,356
12.2,27.8,0.6,NA,NA,E,33,NNE,E,7,6,69,37,1014.8,1011.3,1,NA,18.9,25.8,No,0,No,2011,12,357
12.3,28.7,0,NA,NA,SE,57,W,NE,6,19,60,35,1013.6,1010.5,NA,NA,19.4,27,No,0,No,2011,12,358
11.1,28.8,0,NA,NA,SSE,37,E,WNW,6,13,73,38,1011.4,1007.7,NA,NA,19.4,27.9,No,0,No,2011,12,359
14.2,24.4,0,NA,NA,N,43,NNW,N,17,28,83,77,1005.8,1004.3,NA,NA,18.5,20.2,No,0,No,2011,12,360
12.1,24,0,NA,NA,ENE,35,SSW,NE,13,7,68,55,1009.9,1008.8,NA,NA,18.1,22,No,0,No,2011,12,361
12.6,23,0,NA,NA,E,26,SE,SSW,7,9,76,55,1013.6,1011.5,NA,NA,14.3,20.8,No,0,No,2011,12,362
10.1,26.3,0,NA,NA,ENE,39,SSE,E,9,13,54,28,1014.6,1012.9,NA,NA,17,25.3,No,0,No,2011,12,363
9.6,24.2,0,NA,NA,ENE,39,SE,E,15,20,58,41,1019,1018,NA,NA,18.1,22.6,No,0,No,2011,12,364
7.2,27.4,0,NA,NA,ENE,30,SSW,WNW,7,11,66,38,1020.8,1016.3,NA,NA,16.2,25.7,No,0,No,2011,12,365
11.1,31.4,0,NA,NA,WSW,33,W,NW,2,13,66,25,1016.7,1013.1,NA,NA,20.9,30.5,No,0,No,2012,1,1
12.7,33.5,0,NA,NA,WNW,31,NA,E,0,4,58,29,1017.2,1013.9,NA,NA,21.7,32.1,No,0,No,2012,1,2
16.2,34.7,0,NA,NA,WNW,31,N,WNW,4,17,56,NA,1017,1013.7,NA,NA,25.2,33.7,No,0,No,2012,1,3
16.5,30.1,0,NA,NA,WNW,46,WNW,W,7,15,66,40,1012.8,1013.2,NA,NA,23.3,26.7,No,0,No,2012,1,4
13.9,29.6,0,NA,NA,ENE,48,E,NW,13,22,69,44,1016.8,1011.3,NA,NA,15.8,28.1,No,0,No,2012,1,5
14.4,24.5,0,NA,NA,E,46,S,ENE,17,11,65,45,1014.5,1013.3,NA,NA,16.9,23.9,No,0,No,2012,1,6
7.1,30.2,0,NA,NA,NW,43,WSW,WNW,4,24,69,23,1013.7,1009.2,NA,NA,16,27.8,No,3.8,Yes,2012,1,7
15.8,26.6,3.8,NA,NA,NW,43,NW,WNW,24,19,85,72,1006.5,1003.1,NA,NA,21.6,24.5,Yes,1.2,Yes,2012,1,8
15.6,22.9,1.2,NA,NA,WNW,46,W,W,26,28,44,33,1007,1006.7,NA,NA,18.4,22.6,Yes,0,No,2012,1,9
8.7,24.1,0,NA,9.9,W,50,SSE,WNW,6,35,61,31,1009.6,1007.1,7,NA,15.3,23.8,No,0,No,2012,1,10
12.4,18.6,0,6.4,10.2,WNW,72,W,WNW,39,35,42,38,1003.7,1003.5,3,1,15.4,18.5,No,0.4,No,2012,1,11
1.6,22.7,0.4,6.4,NA,SSW,39,S,NNW,22,9,41,32,1015.1,1013.4,1,2,12.2,19.4,No,0,No,2012,1,12
4.8,27.5,0,NA,NA,NW,44,W,NNW,6,24,62,27,1015.4,1011.2,1,NA,14.5,26.9,No,0,No,2012,1,13
14.3,24.6,0,NA,NA,ESE,50,E,ESE,9,17,76,45,1016.1,1013.6,7,8,15.6,22.2,No,0,No,2012,1,14
12.2,20.8,0,NA,NA,NE,35,SE,ENE,11,20,70,56,1019.1,1018.3,8,8,16.3,19.7,No,0,No,2012,1,15
11.6,26.3,0,NA,NA,E,39,E,E,17,28,61,42,1022.5,1019.6,8,7,19.1,25.3,No,0,No,2012,1,16
10.4,29.4,0,NA,NA,ENE,33,NE,ENE,13,20,65,29,1022.7,1018.5,8,1,17.8,27.5,No,0,No,2012,1,17
10.1,32.5,0,NA,NA,E,39,SW,WNW,7,15,69,30,1017.3,1013.1,NA,1,19.3,30,No,0,No,2012,1,18
13.4,31.8,0,NA,NA,E,41,ESE,ENE,9,11,51,31,1016.9,1014.4,NA,4,23,29.8,No,0,No,2012,1,19
11.4,33.6,0,NA,NA,ENE,52,ENE,WNW,7,13,60,28,1016.4,1011.2,NA,1,19.6,31.1,No,24.2,Yes,2012,1,20
14.6,28.3,24.2,NA,NA,ESE,43,ESE,ESE,4,19,80,41,1015.7,1013.1,8,2,18.8,27.4,Yes,0.2,No,2012,1,21
14.5,23.7,0.2,NA,NA,SE,43,SE,E,20,28,71,41,1021.9,1021.5,8,8,17.2,23.1,No,0,No,2012,1,22
13.8,22.6,0,NA,NA,E,43,ESE,E,9,19,70,51,1022.7,1020.1,8,8,17.4,21.5,No,0.2,No,2012,1,23
8.7,27.8,0.2,NA,NA,NE,33,SSE,ESE,9,13,69,35,1018.3,1014,6,NA,17.2,25.5,No,0,No,2012,1,24
13.2,25.3,0,NA,NA,ENE,30,SE,ENE,11,11,73,55,1014.3,1012.4,2,7,19.3,24.1,No,0,No,2012,1,25
16.4,27.3,0,NA,NA,E,46,E,ESE,13,9,62,54,1014.1,1012.7,6,8,22.4,24.7,No,0,No,2012,1,26
15.6,25,0,NA,NA,ENE,44,ESE,E,22,24,61,54,1017.9,1015.8,5,7,21,23.9,No,0,No,2012,1,27
15,30.6,0,NA,NA,NNE,33,SE,N,9,13,74,39,1015.6,1010.8,8,NA,18,27.8,No,0,No,2012,1,28
12.3,30.5,0,NA,NA,ENE,41,E,ENE,13,24,67,32,1010.8,1005.6,NA,NA,20.5,29.4,No,16.2,Yes,2012,1,29
18.8,27.8,16.2,NA,NA,NNW,70,NNW,NW,37,43,95,76,997.7,997.5,8,8,20.7,24.2,Yes,0.6,No,2012,1,30
14.2,27.7,0.6,NA,NA,E,46,NE,WNW,7,13,68,29,1005.3,1006,1,NA,18.8,26.5,No,0,No,2012,1,31
12.9,19.4,0,NA,NA,SE,37,ESE,ESE,17,20,65,55,1015.1,1012.9,8,7,14.6,18.2,No,0,No,2012,2,32
10.9,17.4,0,NA,NA,E,24,SSE,ESE,9,11,56,86,1012.1,1010.3,8,8,14.7,15.4,No,24.2,Yes,2012,2,33
12.7,17.4,24.2,NA,NA,SSE,19,S,S,11,9,97,94,1007.1,1004.7,8,8,14,16.7,Yes,11.2,Yes,2012,2,34
14,27.8,11.2,NA,NA,ENE,33,WSW,NE,6,9,91,37,1005,1002,6,NA,16.5,26.2,Yes,0.2,No,2012,2,35
11.6,30,0.2,NA,NA,NNW,46,SW,NW,6,28,79,34,1003.3,998.6,NA,1,18,29.1,No,0,No,2012,2,36
15.4,26.5,0,NA,NA,ENE,50,NE,NE,17,11,47,43,1003,1001.8,1,8,18.6,24.6,No,0,No,2012,2,37
14.2,22,0,NA,NA,E,37,S,NE,9,17,76,61,1007.6,1006.7,8,8,16,20.9,No,0,No,2012,2,38
15.3,22.3,0,NA,NA,E,37,E,E,11,17,76,58,1011.3,1010.9,8,8,16.7,21.3,No,0,No,2012,2,39
14.8,23.2,0,NA,NA,ENE,33,E,E,11,20,73,56,1013.4,1010,8,8,17.1,21.8,No,7.6,Yes,2012,2,40
14.5,26.1,7.6,2.6,7,W,54,NE,WSW,7,9,86,39,1011.3,1007.6,6,NA,16.3,24.9,Yes,2.8,Yes,2012,2,41
8.9,24,2.8,4.4,6,SE,39,SE,NNW,4,19,89,43,1011.6,1009.6,7,NA,12.7,22.1,Yes,0.6,No,2012,2,42
9.5,26.1,0.6,3.2,10,E,44,SSE,WNW,9,15,74,46,1014.6,1012.2,3,8,15.8,23.2,No,0,No,2012,2,43
9.7,26.9,0,7.8,9,E,50,ESE,N,6,11,81,31,1017.4,1014.3,5,NA,15,25,No,0,No,2012,2,44
14.8,25.7,0,4.8,6,ESE,35,ESE,NE,9,15,72,42,1020.9,1018.4,4,3,16.9,24,No,4,Yes,2012,2,45
9.3,26.9,4,8.8,8.7,NNE,26,S,N,6,6,79,39,1021.2,1017.2,2,8,15.9,25.3,Yes,0,No,2012,2,46
10.5,28.6,0,5.5,8.4,WNW,39,E,WNW,2,15,83,40,1018.7,1015.7,4,7,16.9,26.1,No,1,No,2012,2,47
11.4,27.9,1,3.8,5,E,59,NW,SW,4,13,77,42,1017,1013.2,7,7,17.5,27.1,No,20.2,Yes,2012,2,48
10.1,27.6,20.2,11.4,8.4,E,41,SSW,WSW,7,11,85,48,1017.3,1015.3,5,NA,15.5,25.7,Yes,3.6,Yes,2012,2,49
14.8,28.1,3.6,5.1,7,S,37,NNE,NW,4,17,83,48,1017,1012.5,6,NA,18,27.3,Yes,7.8,Yes,2012,2,50
12.6,25.7,7.8,3.8,1.5,ESE,35,S,W,2,9,84,40,1012.5,1010.6,7,4,17.5,24.5,Yes,6.8,Yes,2012,2,51
12.5,24.7,6.8,0.5,9,S,39,SE,SW,19,22,72,43,1012,1010.9,5,2,17.4,24.2,Yes,0,No,2012,2,52
12.9,24.6,0,9.4,6.8,SSE,39,SE,NNE,7,13,75,52,1015.9,1013.8,5,8,16,22.3,No,0,No,2012,2,53
9.6,27.9,0,2.4,10.1,W,35,NA,WNW,0,19,93,39,1019.3,1017.4,3,NA,13.6,26.8,No,0,No,2012,2,54
11.7,30.2,0,8.3,12,NW,28,ESE,NW,9,13,59,30,1022.9,1020.8,1,NA,18.7,29.3,No,0,No,2012,2,55
10.1,31.3,0,6.5,9.6,ENE,24,SSE,WNW,7,9,70,17,1023.4,1019.4,1,NA,18.3,30,No,0,No,2012,2,56
15.9,24.8,0,6.8,2,NNW,50,WSW,NNW,2,24,79,68,1019.9,1017.1,5,8,20.7,24.4,No,4.4,Yes,2012,2,57
18.3,21.6,4.4,0.4,0.1,NW,37,NNW,NW,15,17,96,92,1017,1015.5,8,8,19,20.9,Yes,5.2,Yes,2012,2,58
19,21.2,5.2,1.4,0,NNW,37,NNW,NNW,19,15,86,96,1012.9,1012.1,8,8,20.2,20.1,Yes,26.8,Yes,2012,2,59
16.5,19.9,26.8,1.8,0,E,39,SSE,SE,13,22,91,72,1014.4,1013.9,8,8,17.5,18.9,Yes,58.8,Yes,2012,2,60
13.7,21.2,58.8,NA,0,NNW,65,W,NNW,6,37,98,93,1006.9,1001.1,8,8,15.2,20.7,Yes,30.6,Yes,2012,3,61
13.1,16.6,30.6,1.6,NA,SE,46,SSE,ESE,13,20,84,73,1014.1,1015.6,8,8,14.5,16.2,Yes,1,No,2012,3,62
12.9,16.6,1,1,0,E,43,ESE,ESE,17,11,82,96,1019.7,1017.2,8,8,14.1,14.9,No,62.4,Yes,2012,3,63
14,21.8,62.4,NA,2,NNW,48,NNW,NNW,6,28,98,91,1011.5,1010,8,8,16.2,19.8,Yes,5.6,Yes,2012,3,64
9.1,24.7,5.6,0.2,8.9,E,39,SSW,NNE,6,11,92,37,1014.6,1013.6,1,NA,13.9,23.5,Yes,1,No,2012,3,65
13.5,22.5,1,8.8,4.5,SSE,33,S,SSW,9,7,87,53,1019.1,1017.2,8,8,14.9,20.8,No,2.8,Yes,2012,3,66
7.6,17.9,2.8,0.4,1.7,S,54,S,SSE,26,28,65,59,1020.1,1018.4,6,8,12.9,15.4,Yes,0.2,No,2012,3,67
10.6,19.3,0.2,6.4,1.1,S,59,S,SSW,39,20,67,81,1011,1008.1,6,8,13.9,14.9,No,2.8,Yes,2012,3,68
9.2,24.1,2.8,0.2,8,WNW,41,NW,WNW,7,26,94,52,1009.9,1008.6,8,8,12.9,22.1,Yes,0,No,2012,3,69
7.9,25.1,0,4.4,10.5,ENE,37,SE,NW,6,13,88,40,1014,1013.1,1,2,13.4,23.1,No,0,No,2012,3,70
13.4,24.1,0,6.8,9,N,41,ESE,NNW,2,19,79,47,1018.5,1015.8,6,2,15.2,22.2,No,0,No,2012,3,71
12,22.8,0,3.4,4,ENE,31,ESE,ESE,13,13,81,65,1020.2,1019,5,8,16.7,20.7,No,0,No,2012,3,72
11.4,26.2,0,3.4,10,N,33,ESE,NNW,9,17,75,47,1021.7,1018.2,3,NA,16.3,25,No,0,No,2012,3,73
11.9,27.2,0,4.8,9.6,NE,31,ESE,N,7,15,81,39,1020.2,1016.4,4,1,17.2,26.3,No,0,No,2012,3,74
12.1,27,0,4.8,10.1,WNW,30,SE,NNW,9,17,86,47,1017.2,1013.6,2,1,17.3,26,No,0,No,2012,3,75
12.2,26.1,0,5.4,4,WNW,48,ESE,NNW,7,24,88,61,1012.5,1008.9,4,7,17.7,23.8,No,3.4,Yes,2012,3,76
14.4,24.1,3.4,2.8,7.2,E,46,SE,N,11,11,85,47,1014.9,1013.8,7,2,15.1,22.7,Yes,8.6,Yes,2012,3,77
7.4,21,8.6,4.6,8.8,E,43,SSE,SE,11,24,77,43,1023.4,1022.7,2,1,12.7,20.1,Yes,0,No,2012,3,78
10.3,20.9,0,7.4,4.5,ESE,41,SSE,E,17,24,80,61,1024.8,1023,7,7,14.6,18.9,No,0.6,No,2012,3,79
8,23.8,0.6,1.4,8.5,NNE,26,S,NNE,9,13,91,49,1021,1015.3,5,NA,13.3,22.5,No,0,No,2012,3,80
7.6,26.1,0,3.8,9.5,WNW,43,NA,WNW,0,26,99,40,1009.7,1004.8,1,2,10.9,25.6,No,0,No,2012,3,81
10.7,19.4,0,6.8,3,SSE,28,S,N,11,6,86,68,1009.2,1006.3,8,7,11.5,17.1,No,0,No,2012,3,82
8.5,17.2,0,2.2,8.7,WNW,61,WNW,WNW,20,39,48,48,1003.8,1003.4,2,3,13.3,15.2,No,0,No,2012,3,83
6.3,17.9,0,6,10.8,NW,50,NW,WNW,22,31,55,43,1011.3,1012.2,1,3,10.7,16.9,No,0,No,2012,3,84
2.2,19.9,0,4.4,10.1,E,31,WNW,WSW,2,7,87,49,1021.7,1019.6,7,3,9.8,18.2,No,0,No,2012,3,85
9.1,22.6,0,3,10,NW,28,S,NW,7,15,78,40,1023,1020,2,2,13.6,20.9,No,0,No,2012,3,86
9.3,19.4,0,3.4,2.3,E,28,S,SSE,7,9,87,84,1022.9,1021.6,7,8,13.5,17.9,No,15.4,Yes,2012,3,87
13.2,18.6,15.4,1.4,1.3,N,24,SSE,NW,4,15,96,74,1023,1019.9,8,8,14.6,17.3,Yes,0.2,No,2012,3,88
6.1,23.6,0.2,2.2,8.4,SW,26,SE,W,7,9,99,39,1020,1016.8,8,NA,9.9,22.8,No,0,No,2012,3,89
7.1,23.7,0,3.8,10.7,NNW,24,SE,NNW,7,7,82,43,1019.6,1016.5,0,NA,12,21.4,No,0,No,2012,3,90
6.9,24.7,0,2.2,10,NNW,31,NA,WNW,0,20,88,40,1019.4,1016.3,3,NA,12.2,24,No,0,No,2012,3,91
8.4,24.6,0,4.2,4.6,NA,NA,WNW,WNW,4,17,72,66,1019.8,1018.5,6,8,16.8,19,No,0.1,No,2012,4,92
8.3,23.3,0.1,3.5,7,NNW,31,SW,NW,7,20,86,56,1019,1015,8,1,14.5,21.8,No,0,No,2012,4,93
7.7,26.3,0,2.6,8.4,NNW,30,S,NNW,6,15,84,45,1017.6,1014.1,4,1,14.4,25.9,No,0,No,2012,4,94
10.7,26.4,0,3,7.6,E,28,SE,N,11,15,70,48,1017.9,1015.4,2,1,19.3,25.2,No,0,No,2012,4,95
12.9,24.8,0,4,4.3,ENE,26,ESE,NW,7,4,89,61,1021.7,1018.7,8,NA,17.1,23.8,No,0,No,2012,4,96
12,25.4,0,1.8,9.3,NW,31,E,NW,7,20,73,55,1020.8,1016,3,NA,18.5,25,No,0,No,2012,4,97
11.7,21.6,0,2.6,9.6,NW,35,NNW,N,15,17,49,35,1017.9,1017.1,0,NA,16.2,20.6,No,0,No,2012,4,98
8.4,21.1,0,4.6,6.3,NNW,44,W,NW,6,26,76,46,1018.7,1013.5,8,1,15.8,20.2,No,0,No,2012,4,99
0.9,18.1,0,4.6,9,W,52,NW,W,20,31,54,39,1016.3,1014.7,2,NA,13.5,16.2,No,0.8,No,2012,4,100
0.6,14.5,0.8,5,10,S,54,S,S,33,30,56,35,1026.2,1026.7,1,3,9,13.7,No,0,No,2012,4,101
2.1,18.3,0,4.6,9.3,SSE,35,SSE,ESE,13,9,58,52,1032.3,1030.2,0,1,10.6,15.5,No,0,No,2012,4,102
-0.2,20,0,3.4,9.7,W,19,NNW,N,7,9,90,31,1034.1,1030.4,1,NA,7.5,19.6,No,0,No,2012,4,103
1.7,21.6,0,3.4,9,NW,28,NNW,NNW,4,15,78,33,1032.7,1028.1,0,NA,11.1,20.5,No,0,No,2012,4,104
2.1,17,0,2.8,1.1,NNW,31,SSW,NNW,2,17,85,65,1028.5,1024.8,7,NA,10.8,16.4,No,0,No,2012,4,105
3.7,22.4,0,1,8.5,NW,19,NW,WSW,6,7,81,41,1027,1023.1,3,NA,12.6,21.3,No,0,No,2012,4,106
4.6,23.5,0,2.6,9,WSW,24,S,ENE,9,7,68,32,1026,1022.8,2,NA,13.7,22.6,No,0,No,2012,4,107
5.3,20.8,0,2.6,7.9,SE,44,SSE,ESE,11,22,57,55,1026.5,1023.3,1,8,14.7,18.6,No,1.6,Yes,2012,4,108
12,20.3,1.6,3,0.5,SE,41,SSE,SSE,11,17,91,83,1023.8,1020.2,6,1,15.9,17.6,Yes,12.2,Yes,2012,4,109
14.1,22.6,12.2,1.2,3,ESE,30,ENE,E,11,20,88,53,1020.1,1016.3,8,2,16.7,22.2,Yes,0.2,No,2012,4,110
10.8,20,0.2,1.8,0.8,NNW,24,SW,N,7,13,97,64,1017.4,1015.4,8,8,13.2,19.5,No,0,No,2012,4,111
11.1,21.4,0,1.6,3,ESE,22,SE,E,11,9,80,69,1017.2,1014,3,8,16.3,19.4,No,0,No,2012,4,112
9.6,18.4,0,1.2,2.4,NNW,31,NA,N,0,15,97,77,1013.8,1011.8,8,3,13.3,16.2,No,0.4,No,2012,4,113
5.7,21.2,0.4,1.4,2.6,NW,39,ESE,N,6,11,96,80,1012.4,1008.9,7,8,10.7,17.7,No,1.2,Yes,2012,4,114
6.2,11.7,1.2,1.8,1.5,WNW,46,N,WNW,17,31,89,53,1012.4,1010.7,8,8,11.3,11.4,Yes,0.4,No,2012,4,115
5.5,13.6,0.4,2.6,6.9,WNW,61,NW,WNW,30,39,76,60,1010.7,1009.9,6,1,8.4,11.1,No,0,No,2012,4,116
2.5,17,0,2.6,6,NW,19,NW,NW,6,9,88,53,1019.9,1017.1,3,NA,9.3,16.1,No,0,No,2012,4,117
2.9,18.1,0,1.6,8,NNW,20,S,NNW,7,13,91,52,1022.6,1020.4,3,NA,7,17.6,No,0,No,2012,4,118
3.9,19.4,0,3.2,6.6,NNW,37,NA,NW,0,24,99,44,1021.3,1017.2,8,NA,9.2,18.7,No,0,No,2012,4,119
2,17.7,0,2,7.2,E,31,SSE,SSE,9,9,71,43,1022.5,1021,2,1,11,16.1,No,0,No,2012,4,120
-0.4,15.6,0,2.6,4.2,ENE,15,NW,NNW,2,9,84,54,1027.9,1024.1,6,1,7.6,14.5,No,0,No,2012,4,121
0.5,18.7,0,0.4,7.2,NNW,31,NA,NNW,0,17,91,50,1027.3,1023.5,4,NA,7.2,17.5,No,0,No,2012,5,122
1.8,13.4,0,2.6,1.2,NNW,17,N,SW,7,6,93,94,1024.1,1021,7,8,7.8,13,No,1.6,Yes,2012,5,123
7.8,15.1,1.6,0.4,8,NNW,39,NW,NNW,11,24,88,47,1021,1018.6,6,NA,8.6,14.1,Yes,0,No,2012,5,124
-2.8,15.7,0,3.2,9,NNW,24,NNW,NW,2,17,89,45,1022.3,1018.2,0,NA,3.8,15.2,No,0,No,2012,5,125
-1.7,16.3,0,2,6.8,WNW,26,NW,NNW,4,15,81,47,1019.6,1015.4,1,1,6.7,15.5,No,0,No,2012,5,126
-1.1,14.1,0,1.8,5,N,39,NW,NNW,11,26,94,60,1017.6,1015.6,NA,NA,5.4,12.7,No,0,No,2012,5,127
-0.9,11.9,0,1.6,1.1,N,11,NNE,ENE,7,7,95,62,1019.9,1017.2,NA,NA,4.4,11.2,No,0,No,2012,5,128
-0.8,18.2,0,0.8,7.8,NW,33,NA,NW,0,20,93,47,1020.7,1017.8,3,NA,5.3,17.2,No,0,No,2012,5,129
0,21.6,0,2.2,8.3,NNW,33,NA,NW,0,22,88,34,1023.6,1020.8,3,NA,8.1,20.9,No,0,No,2012,5,130
2.3,22.2,0,2.8,9.5,NW,37,S,NW,7,30,73,32,1024.2,1020.9,1,NA,11.5,21.3,No,0.4,No,2012,5,131
7.7,20.8,0.4,3.6,9.9,NW,44,N,WNW,22,30,70,40,1019.1,1015.9,5,NA,14.3,18.8,No,0,No,2012,5,132
0.1,14.4,0,4.6,9,WNW,41,ENE,WNW,7,24,62,35,1019,1015,3,NA,7.6,14.1,No,0,No,2012,5,133
5,12.6,0,2.8,7,WNW,50,NNW,WNW,26,28,70,48,1013.1,1013.4,4,8,8.5,10.9,No,0,No,2012,5,134
-4.7,14,0,2,9.7,S,37,SSW,SSE,15,17,69,37,1023.2,1022.6,1,1,5.7,13,No,0,No,2012,5,135
-4.9,15.8,0,2.6,8,SSW,28,NA,S,0,15,94,39,1026.3,1022.9,1,2,4.1,15.1,No,0,No,2012,5,136
-3.4,15.2,0,1.2,7.6,NNE,19,NA,NNW,0,9,84,43,1026.8,1023.4,4,NA,4.8,14.8,No,0,No,2012,5,137
-1.2,15.3,0,1,6.2,NW,15,NNE,NNW,6,9,87,48,1026.2,1022.6,8,NA,6.2,14.8,No,0,No,2012,5,138
-0.6,16.1,0,2.2,4.8,N,19,SSW,NW,6,9,81,43,1027.1,1023.7,3,NA,7.3,15.4,No,0,No,2012,5,141
1.3,15.9,0,0.8,8,NNW,39,NNW,NNW,9,24,85,47,1025.7,1022,7,1,8.1,13.8,No,0,No,2012,5,142
-4,15.9,0,2.4,8.5,WNW,48,S,WNW,7,28,87,32,1024.6,1021.4,2,NA,3.8,14.5,No,0,No,2012,5,143
-2.1,17.1,0,2,8,NA,NA,S,WNW,6,28,85,28,1023.7,1019.6,1,NA,5.6,16.4,No,0,No,2012,5,144
-1.5,14,0,3.2,2.2,N,31,NA,NNE,0,7,70,89,1020.8,1018,7,7,7.5,10.9,No,16.2,Yes,2012,5,145
6.7,9.8,16.2,2,3.1,NNW,59,NW,NNW,20,35,83,69,1012.1,1009,7,8,7.2,7.2,Yes,15,Yes,2012,5,146
4.1,12.3,15,NA,7.3,NW,48,NNW,NW,20,22,78,66,1013.3,1014.4,3,NA,7.1,10.2,Yes,0,No,2012,5,147
0.6,14.5,0,NA,7.8,SW,30,NNW,SSW,4,9,99,41,1022.4,1020.7,9,NA,4.4,14.2,No,0,No,2012,5,148
-2.4,13.9,0,0.8,7.3,S,33,E,S,6,11,76,47,1028,1026.8,2,4,7.2,13.4,No,0,No,2012,5,149
